"Bradi0012s00100.1"	"GO:0003746;GO:0003924;GO:0005525;GO:0005737;GO:0006414"
"Bradi1g44650.2"	"GO:0008270;GO:0010038;GO:0016756;GO:0046872;GO:0046938"
"Bradi1g44660.1"	"GO:0008121"
"Bradi1g44670.3"	"GO:0005215;GO:0006810;GO:0016020"
"Bradi1g44680.1"	"unknown"
"Bradi1g44690.1"	"GO:0004222;GO:0006508;GO:0008237;GO:0008270;GO:0031012"
"Bradi1g44700.1"	"GO:0005737;GO:0006364;GO:0008649"
"Bradi1g44710.1"	"unknown"
"Bradi1g44720.2"	"GO:0005515"
"Bradi1g44730.1"	"GO:0010181;GO:0016491;GO:0055114"
"Bradi1g44740.1"	"GO:0004842;GO:0005488;GO:0005515;GO:0016567"
"Bradi1g44750.7"	"GO:0003824;GO:0006281;GO:0006284"
"Bradi1g44760.2"	"unknown"
"Bradi1g44767.2"	"unknown"
"Bradi1g44810.2"	"GO:0008270"
"Bradi1g44820.1"	"GO:0003677;GO:0003887;GO:0005634;GO:0006281;GO:0016779;GO:0034061"
"Bradi1g44830.1"	"unknown"
"Bradi1g44840.3"	"GO:0003824;GO:0006633;GO:0008152;GO:0008610;GO:0016020;GO:0016747"
"Bradi1g44850.1"	"GO:0005515"
"Bradi1g44860.1"	"GO:0006400;GO:0008176"
"Bradi1g44870.1"	"unknown"
"Bradi1g44890.1"	"unknown"
"Bradi1g44905.1"	"unknown"
"Bradi1g44920.1"	"unknown"
"Bradi1g44935.1"	"GO:0005515"
"Bradi1g44942.2"	"unknown"
"Bradi1g44950.3"	"GO:0008270"
"Bradi1g44967.2"	"GO:0004252;GO:0005515;GO:0006508;GO:0008236"
"Bradi1g44980.1"	"unknown"
"Bradi1g44990.8"	"GO:0005515;GO:0008270"
"Bradi1g45000.3"	"unknown"
"Bradi1g45010.1"	"GO:0005515"
"Bradi1g45020.1"	"GO:0016021;GO:0055085"
"Bradi1g45030.1"	"GO:0004747;GO:0006014"
"Bradi1g45040.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi1g45050.1"	"unknown"
"Bradi1g45060.1"	"GO:0005515;GO:0008270"
"Bradi1g45070.1"	"GO:0005515"
"Bradi1g45080.1"	"unknown"
"Bradi1g45090.1"	"GO:0008152;GO:0016758"
"Bradi1g45097.1"	"GO:0005515"
"Bradi1g45114.1"	"unknown"
"Bradi1g45120.2"	"GO:0003774;GO:0005515;GO:0005524;GO:0016459"
"Bradi1g45125.1"	"unknown"
"Bradi1g45130.1"	"GO:0004373"
"Bradi1g45140.1"	"GO:0016788"
"Bradi1g45150.2"	"GO:0006486;GO:0008378;GO:0016020;GO:0030246"
"Bradi1g45160.1"	"GO:0004222;GO:0005524;GO:0006508;GO:0016020;GO:0016887"
"Bradi1g45165.1"	"GO:0003677"
"Bradi1g45170.7"	"GO:0005515"
"Bradi1g45180.2"	"unknown"
"Bradi1g45190.5"	"unknown"
"Bradi1g45192.1"	"unknown"
"Bradi1g45200.1"	"GO:0005215;GO:0006810;GO:0016020"
"Bradi1g45210.6"	"GO:0016757;GO:0047262"
"Bradi1g45220.3"	"unknown"
"Bradi1g45240.1"	"unknown"
"Bradi1g45250.7"	"unknown"
"Bradi1g45260.1"	"GO:0046983"
"Bradi1g45270.2"	"unknown"
"Bradi1g45280.1"	"GO:0009055;GO:0015035;GO:0045454"
"Bradi1g45290.1"	"GO:0005515"
"Bradi1g45297.1"	"GO:0005524"
"Bradi1g45304.1"	"unknown"
"Bradi1g45311.2"	"unknown"
"Bradi1g45320.1"	"GO:0003690;GO:0005739;GO:0006355"
"Bradi1g45330.1"	"GO:0003690;GO:0005739;GO:0006355"
"Bradi1g45338.1"	"GO:0003690;GO:0005739;GO:0006355"
"Bradi1g45347.6"	"GO:0003690;GO:0005739;GO:0006355"
"Bradi1g45361.3"	"GO:0003690;GO:0005739;GO:0006355"
"Bradi1g45370.1"	"GO:0009055;GO:0015035;GO:0035556;GO:0045454"
"Bradi1g45380.1"	"GO:0005515"
"Bradi1g45400.1"	"GO:0005488;GO:0005515"
"Bradi1g45410.1"	"unknown"
"Bradi1g45460.2"	"unknown"
"Bradi1g45470.1"	"GO:0003677;GO:0003700;GO:0006355"
"Bradi1g45487.1"	"GO:0005509;GO:0005544"
"Bradi1g45500.1"	"unknown"
"Bradi1g45517.2"	"GO:0003677"
"Bradi1g45530.1"	"unknown"
"Bradi1g45535.1"	"unknown"
"Bradi1g45540.2"	"GO:0000166;GO:0003676"
"Bradi1g45565.1"	"GO:0016021"
"Bradi1g45580.1"	"unknown"
"Bradi1g45600.2"	"unknown"
"Bradi1g45607.2"	"GO:0019211"
"Bradi1g45620.1"	"GO:0005515;GO:0005524;GO:0008270"
"Bradi1g45630.7"	"unknown"
"Bradi1g45640.1"	"GO:0000166;GO:0003676"
"Bradi1g45647.4"	"unknown"
"Bradi1g45660.1"	"unknown"
"Bradi1g45670.1"	"unknown"
"Bradi1g45695.1"	"GO:0003677;GO:0005524;GO:0006260"
"Bradi1g45710.1"	"GO:0009055"
"Bradi1g45714.1"	"unknown"
"Bradi1g45727.1"	"GO:0005515;GO:0008270"
"Bradi1g45737.2"	"GO:0006457;GO:0031072;GO:0051082"
"Bradi1g45747.1"	"unknown"
"Bradi1g45751.1"	"unknown"
"Bradi1g45760.1"	"unknown"
"Bradi1g45770.3"	"unknown"
"Bradi1g45780.5"	"GO:0005515"
"Bradi1g45790.1"	"GO:0009055"
"Bradi1g45800.1"	"GO:0000413;GO:0003755;GO:0005515;GO:0006457"
"Bradi1g45806.2"	"GO:0003700;GO:0005634;GO:0006355"
"Bradi1g45812.1"	"GO:0003677;GO:0003700;GO:0005634;GO:0006355;GO:0046983"
"Bradi1g45820.1"	"GO:0001104;GO:0006357;GO:0016592"
"Bradi1g45833.1"	"GO:0003777;GO:0005524;GO:0005871;GO:0007018;GO:0008017"
"Bradi1g45852.2"	"GO:0003676;GO:0008270"
"Bradi1g45864.1"	"GO:0003824;GO:0010181;GO:0016491;GO:0055114"
"Bradi1g45880.1"	"GO:0003824;GO:0010181;GO:0016491;GO:0055114"
"Bradi1g45884.2"	"unknown"
"Bradi1g45886.1"	"unknown"
"Bradi1g45890.1"	"unknown"
"Bradi1g45900.1"	"GO:0003676;GO:0005634;GO:0008270"
"Bradi1g45910.1"	"unknown"
"Bradi1g45921.1"	"GO:0016491;GO:0055114"
"Bradi1g45930.1"	"unknown"
"Bradi1g45940.7"	"GO:0006812;GO:0008324;GO:0055085"
"Bradi1g45945.1"	"unknown"
"Bradi1g45950.1"	"GO:0008152;GO:0016758"
"Bradi1g45960.2"	"unknown"
"Bradi1g45970.2"	"unknown"
"Bradi1g45980.1"	"unknown"
"Bradi1g45985.1"	"GO:0004861;GO:0005634;GO:0007050"
"Bradi1g45990.1"	"unknown"
"Bradi1g45996.1"	"unknown"
"Bradi1g46016.1"	"unknown"
"Bradi1g46060.2"	"GO:0003700;GO:0006355;GO:0043565"
"Bradi1g46080.1"	"GO:0003677"
"Bradi1g46100.1"	"GO:0046983"
"Bradi1g46130.1"	"GO:0004046;GO:0005737;GO:0006520;GO:0008152;GO:0016787"
"Bradi1g46137.2"	"GO:0006810;GO:0016021"
"Bradi1g46150.2"	"GO:0016020;GO:0016021;GO:0022857"
"Bradi1g46160.1"	"unknown"
"Bradi1g46170.1"	"GO:0004672;GO:0004713;GO:0005509;GO:0005515;GO:0005524;GO:0006468;GO:0030247"
"Bradi1g46180.4"	"GO:0005515;GO:0008270"
"Bradi1g46190.1"	"GO:0004190;GO:0006508"
"Bradi1g46195.4"	"GO:0004190;GO:0006508"
"Bradi1g46200.1"	"unknown"
"Bradi1g46220.1"	"GO:0004725"
"Bradi1g46230.4"	"GO:0006355"
"Bradi1g46237.1"	"unknown"
"Bradi1g46247.1"	"GO:0003677;GO:0008289"
"Bradi1g46254.1"	"unknown"
"Bradi1g46255.3"	"unknown"
"Bradi1g46260.4"	"GO:0005216;GO:0006811;GO:0016020;GO:0055085"
"Bradi1g46270.1"	"GO:0005634;GO:0006351;GO:0032502"
"Bradi1g46280.2"	"GO:0006520;GO:0016597;GO:0016743"
"Bradi1g46300.1"	"unknown"
"Bradi1g46310.2"	"GO:0004594;GO:0005524;GO:0015937"
"Bradi1g46330.3"	"GO:0004427;GO:0009678;GO:0015992;GO:0016020"
"Bradi1g46340.1"	"GO:0003676;GO:0046872"
"Bradi1g46350.1"	"unknown"
"Bradi1g46360.4"	"GO:0005515"
"Bradi1g46367.3"	"GO:0006807;GO:0016810"
"Bradi1g46387.1"	"GO:0016020;GO:0055085"
"Bradi1g46415.4"	"GO:0008654;GO:0016020;GO:0016780"
"Bradi1g46420.1"	"GO:0000045;GO:0005737"
"Bradi1g46427.1"	"GO:0005524;GO:0005634;GO:0006351;GO:0006355;GO:0032502"
"Bradi1g46440.1"	"GO:0008654;GO:0016020;GO:0016780"
"Bradi1g46450.3"	"GO:0004672;GO:0004713;GO:0005515;GO:0005524;GO:0006468"
"Bradi1g46460.1"	"unknown"
"Bradi1g46470.1"	"GO:0009813;GO:0016872;GO:0045430"
"Bradi1g46480.1"	"GO:0016491;GO:0055114"
"Bradi1g46487.2"	"unknown"
"Bradi1g46500.2"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi1g46520.1"	"GO:0004888;GO:0007166;GO:0016020"
"Bradi1g46528.1"	"GO:0003824"
"Bradi1g46530.1"	"GO:0003824"
"Bradi1g46540.1"	"unknown"
"Bradi1g46543.2"	"unknown"
"Bradi1g46550.3"	"unknown"
"Bradi1g46560.1"	"GO:0005515"
"Bradi1g46580.1"	"GO:0071816"
"Bradi1g46590.1"	"unknown"
"Bradi1g46596.3"	"GO:0005737;GO:0006457"
"Bradi1g46602.15"	"GO:0003677;GO:0005634;GO:0006355;GO:0009725"
"Bradi1g46610.1"	"GO:0003824;GO:0006633;GO:0008152;GO:0016747"
"Bradi1g46616.2"	"unknown"
"Bradi1g46622.2"	"GO:0016209;GO:0016491;GO:0055114"
"Bradi1g46630.1"	"unknown"
"Bradi1g46640.2"	"GO:0009055;GO:0051536;GO:0051537"
"Bradi1g46650.3"	"GO:0005525;GO:0005730"
"Bradi1g46656.2"	"unknown"
"Bradi1g46660.3"	"GO:0042578"
"Bradi1g46670.6"	"GO:0005985;GO:0016157"
"Bradi1g46690.4"	"GO:0003677;GO:0003700;GO:0006355"
"Bradi1g46700.1"	"GO:0046983"
"Bradi1g46710.5"	"unknown"
"Bradi1g46730.1"	"unknown"
"Bradi1g46740.1"	"GO:0008253;GO:0009264"
"Bradi1g46743.1"	"unknown"
"Bradi1g46747.1"	"GO:0016811"
"Bradi1g46750.1"	"GO:0005515;GO:0008270"
"Bradi1g46760.1"	"GO:0005524;GO:0005737;GO:0016787;GO:0030163"
"Bradi1g46769.1"	"unknown"
"Bradi1g46778.1"	"unknown"
"Bradi1g46804.4"	"GO:0003677"
"Bradi1g46831.2"	"unknown"
"Bradi1g46840.2"	"GO:0003735;GO:0005622;GO:0005840;GO:0006412"
"Bradi1g46850.9"	"GO:0008152;GO:0016758"
"Bradi1g46873.5"	"unknown"
"Bradi1g46877.1"	"unknown"
"Bradi1g46880.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi1g46900.2"	"GO:0008270"
"Bradi1g46910.3"	"GO:0004970;GO:0005234;GO:0016020"
"Bradi1g46920.1"	"GO:0004970;GO:0016020"
"Bradi1g46940.4"	"GO:0004970;GO:0016020"
"Bradi1g46947.4"	"GO:0004970;GO:0016020"
"Bradi1g46960.3"	"unknown"
"Bradi1g46970.2"	"GO:0005216;GO:0006811;GO:0016020;GO:0055085"
"Bradi1g46980.9"	"GO:0000166;GO:0003676;GO:0008270"
"Bradi1g46992.1"	"GO:0005515;GO:0008270"
"Bradi1g47017.5"	"GO:0008168;GO:0008171;GO:0046983"
"Bradi1g47030.1"	"GO:0008168;GO:0008171;GO:0046983"
"Bradi1g47040.6"	"unknown"
"Bradi1g47050.2"	"GO:0003682;GO:0005515;GO:0005524;GO:0008270"
"Bradi1g47060.1"	"GO:0006810;GO:0016021"
"Bradi1g47067.1"	"unknown"
"Bradi1g47080.2"	"GO:0005622;GO:0019843;GO:0051225;GO:0070652"
"Bradi1g47090.1"	"GO:0004185;GO:0006508"
"Bradi1g47117.1"	"GO:0003723;GO:0004525;GO:0006396"
"Bradi1g47140.1"	"GO:0004602;GO:0006979;GO:0016209;GO:0016491;GO:0055114"
"Bradi1g47150.4"	"GO:0003746;GO:0005515;GO:0005622;GO:0006414"
"Bradi1g47160.1"	"GO:0005515"
"Bradi1g47170.1"	"GO:0005515"
"Bradi1g47180.1"	"GO:0016747"
"Bradi1g47210.1"	"unknown"
"Bradi1g47226.2"	"GO:0004022;GO:0008152;GO:0008667;GO:0016491;GO:0019290;GO:0055114"
"Bradi1g47250.1"	"unknown"
"Bradi1g47262.1"	"unknown"
"Bradi1g47270.2"	"GO:0016021"
"Bradi1g47277.1"	"GO:0005524;GO:0006810;GO:0016021;GO:0016887;GO:0042626;GO:0055085"
"Bradi1g47290.1"	"GO:0005515"
"Bradi1g47300.1"	"GO:0003824;GO:0050662"
"Bradi1g47310.1"	"GO:0005515"
"Bradi1g47320.1"	"unknown"
"Bradi1g47330.3"	"unknown"
"Bradi1g47340.5"	"unknown"
"Bradi1g47360.3"	"unknown"
"Bradi1g47363.1"	"unknown"
"Bradi1g47367.5"	"GO:0003677;GO:0005515;GO:0005524;GO:0008270;GO:0016787"
"Bradi1g47387.8"	"unknown"
"Bradi1g47400.1"	"GO:0000160;GO:0003677"
"Bradi1g47407.2"	"GO:0016787"
"Bradi1g47427.2"	"GO:0000148;GO:0003843;GO:0006075;GO:0016020"
"Bradi1g47440.1"	"unknown"
"Bradi1g47480.1"	"GO:0003677;GO:0003700;GO:0006355"
"Bradi1g47490.6"	"GO:0005515"
"Bradi1g47502.1"	"GO:0003735;GO:0005622;GO:0005840;GO:0006412"
"Bradi1g47510.1"	"GO:0000079;GO:0006355;GO:0019901"
"Bradi1g47515.1"	"GO:0015078;GO:0015986"
"Bradi1g47536.1"	"unknown"
"Bradi1g47538.1"	"unknown"
"Bradi1g47557.2"	"unknown"
"Bradi1g47563.1"	"GO:0003677"
"Bradi1g47570.1"	"GO:0004672;GO:0004713;GO:0005515;GO:0005524;GO:0006468"
"Bradi1g47580.1"	"GO:0005515;GO:0008270"
"Bradi1g47590.1"	"unknown"
"Bradi1g47600.1"	"GO:0005215;GO:0006810;GO:0016021;GO:0055085"
"Bradi1g47621.1"	"GO:0005515"
"Bradi1g47626.3"	"unknown"
"Bradi1g47641.1"	"GO:0003676;GO:0008270"
"Bradi1g47650.1"	"GO:0003824;GO:0009058;GO:0009089;GO:0010285;GO:0030170"
"Bradi1g47660.1"	"GO:0005515"
"Bradi1g47663.1"	"unknown"
"Bradi1g47666.2"	"unknown"
"Bradi1g47680.1"	"unknown"
"Bradi1g47693.4"	"unknown"
"Bradi1g47700.2"	"GO:0008270;GO:0016491;GO:0055114"
"Bradi1g47710.1"	"GO:0003824;GO:0004722;GO:0006470"
"Bradi1g47725.2"	"unknown"
"Bradi1g47730.1"	"unknown"
"Bradi1g47737.1"	"unknown"
"Bradi1g47750.1"	"unknown"
"Bradi1g47760.1"	"GO:0005975;GO:0016020;GO:0016798"
"Bradi1g47767.2"	"GO:0004427;GO:0009678;GO:0015992;GO:0016020"
"Bradi1g47778.1"	"GO:0005506;GO:0016491;GO:0055114"
"Bradi1g47789.3"	"GO:0005506;GO:0016491;GO:0055114"
"Bradi1g47820.6"	"GO:0005506;GO:0016491;GO:0055114"
"Bradi1g47830.1"	"GO:0016491;GO:0055114"
"Bradi1g47855.1"	"unknown"
"Bradi1g47857.1"	"unknown"
"Bradi1g47860.1"	"GO:0006486;GO:0008378;GO:0016020"
"Bradi1g47880.2"	"GO:0004175;GO:0004298;GO:0005839;GO:0006511;GO:0019773;GO:0051603"
"Bradi1g47890.2"	"GO:0005743;GO:0008121;GO:0022900;GO:0070469"
"Bradi1g47910.1"	"GO:0003824;GO:0004121;GO:0030170;GO:0071266"
"Bradi1g47920.2"	"GO:0005543;GO:0005545;GO:0030136;GO:0030276;GO:0048268"
"Bradi1g47930.1"	"unknown"
"Bradi1g47933.1"	"unknown"
"Bradi1g47936.1"	"unknown"
"Bradi1g47938.1"	"unknown"
"Bradi1g47940.5"	"GO:0006810;GO:0016021;GO:0016192"
"Bradi1g47945.1"	"unknown"
"Bradi1g47950.2"	"unknown"
"Bradi1g47960.2"	"unknown"
"Bradi1g47970.2"	"GO:0032542;GO:0055114"
"Bradi1g47980.2"	"GO:0000786;GO:0003677;GO:0046982"
"Bradi1g48010.1"	"GO:0005524;GO:0005737;GO:0016787;GO:0016887;GO:0030163"
"Bradi1g48030.1"	"GO:0005488"
"Bradi1g48050.1"	"GO:0003824"
"Bradi1g48060.1"	"GO:0003735;GO:0005622;GO:0005840;GO:0006412"
"Bradi1g48070.1"	"GO:0005509"
"Bradi1g48080.2"	"GO:0005515"
"Bradi1g48090.1"	"GO:0005515"
"Bradi1g48100.2"	"GO:0003676;GO:0003677;GO:0006281;GO:0008270;GO:0016788;GO:0016818"
"Bradi1g48110.1"	"GO:0005634;GO:0007049"
"Bradi1g48120.1"	"GO:0005515;GO:0016021;GO:0051205"
"Bradi1g48130.1"	"GO:0008641"
"Bradi1g48140.1"	"GO:0000166;GO:0003676;GO:0046872"
"Bradi1g48147.3"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi1g48160.1"	"unknown"
"Bradi1g48170.1"	"GO:0004748;GO:0005524;GO:0006260;GO:0055114"
"Bradi1g48189.1"	"unknown"
"Bradi1g48195.1"	"unknown"
"Bradi1g48210.1"	"GO:0005741;GO:0006626"
"Bradi1g48220.1"	"GO:0004175;GO:0004298;GO:0005839;GO:0006511;GO:0019773;GO:0051603"
"Bradi1g48230.1"	"GO:0005515"
"Bradi1g48240.2"	"GO:0016765"
"Bradi1g48250.1"	"GO:0005515;GO:0008270"
"Bradi1g48257.11"	"GO:0005488;GO:0005794;GO:0006886;GO:0008565;GO:0015031;GO:0016192;GO:0030117;GO:0030131"
"Bradi1g48264.1"	"GO:0000398;GO:0003676;GO:0003723;GO:0005515;GO:0005681;GO:0017070;GO:0030623"
"Bradi1g48271.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi1g48279.1"	"GO:0005515"
"Bradi1g48292.1"	"GO:0003824"
"Bradi1g48320.1"	"GO:0003677;GO:0003700;GO:0006355"
"Bradi1g48330.5"	"GO:0003676;GO:0046872"
"Bradi1g48340.2"	"GO:0005515;GO:0031519"
"Bradi1g48350.3"	"GO:0006355;GO:0008270"
"Bradi1g48360.1"	"GO:0005515"
"Bradi1g48370.2"	"GO:0008171"
"Bradi1g48380.1"	"GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468;GO:0048544"
"Bradi1g48400.1"	"GO:0046983"
"Bradi1g48410.1"	"GO:0016787"
"Bradi1g48426.1"	"GO:0008270;GO:0019789"
"Bradi1g48440.1"	"GO:0006508;GO:0008233"
"Bradi1g48447.1"	"GO:0004252;GO:0006508"
"Bradi1g48460.1"	"GO:0045454"
"Bradi1g48470.1"	"unknown"
"Bradi1g48477.2"	"unknown"
"Bradi1g48510.1"	"GO:0004672;GO:0004713;GO:0004842;GO:0005515;GO:0005524;GO:0006468;GO:0016567"
"Bradi1g48530.3"	"unknown"
"Bradi1g48540.1"	"GO:0016491;GO:0055114"
"Bradi1g48610.1"	"GO:0004373"
"Bradi1g48620.2"	"unknown"
"Bradi1g48630.2"	"GO:0005515"
"Bradi1g48652.1"	"unknown"
"Bradi1g48658.1"	"GO:0000786;GO:0003677;GO:0046982"
"Bradi1g48670.2"	"GO:0005524;GO:0006810;GO:0016021;GO:0016887;GO:0042626;GO:0055085"
"Bradi1g48690.1"	"GO:0003677"
"Bradi1g48697.2"	"GO:0005524;GO:0006810;GO:0016021;GO:0016887;GO:0042626;GO:0055085"
"Bradi1g48708.1"	"GO:0005524;GO:0006810;GO:0016021;GO:0016887;GO:0042626;GO:0055085"
"Bradi1g48730.1"	"unknown"
"Bradi1g48740.1"	"GO:0032040"
"Bradi1g48747.1"	"GO:0043531"
"Bradi1g48757.2"	"GO:0008146;GO:0016021"
"Bradi1g48780.1"	"GO:0003824;GO:0008152"
"Bradi1g48790.1"	"GO:0006869;GO:0008289"
"Bradi1g48800.1"	"unknown"
"Bradi1g48810.2"	"unknown"
"Bradi1g48826.3"	"GO:0006355"
"Bradi1g48850.2"	"GO:0003824;GO:0009058"
"Bradi1g48870.1"	"GO:0016788"
"Bradi1g48880.1"	"GO:0006486;GO:0008378;GO:0016020"
"Bradi1g48982.2"	"unknown"
"Bradi1g49000.1"	"GO:0016788"
"Bradi1g49010.1"	"GO:0016788"
"Bradi1g49040.1"	"GO:0005524"
"Bradi1g49045.1"	"unknown"
"Bradi1g49047.1"	"unknown"
"Bradi1g49050.1"	"unknown"
"Bradi1g49060.1"	"GO:0016747"
"Bradi1g49070.2"	"GO:0005515"
"Bradi1g49077.1"	"unknown"
"Bradi1g49100.1"	"GO:0004672;GO:0004707;GO:0004713;GO:0005524;GO:0006468"
"Bradi1g49107.2"	"unknown"
"Bradi1g49120.3"	"GO:0005515"
"Bradi1g49130.1"	"GO:0008152;GO:0008168;GO:0008757"
"Bradi1g49140.3"	"GO:0004175;GO:0004298;GO:0005839;GO:0051603"
"Bradi1g49150.2"	"unknown"
"Bradi1g49160.2"	"unknown"
"Bradi1g49172.1"	"unknown"
"Bradi1g49180.1"	"unknown"
"Bradi1g49190.3"	"GO:0016788"
"Bradi1g49203.1"	"unknown"
"Bradi1g49207.2"	"GO:0016788"
"Bradi1g49220.3"	"GO:0005515"
"Bradi1g49230.1"	"unknown"
"Bradi1g49240.1"	"GO:0006744;GO:0008425"
"Bradi1g49245.2"	"GO:0000287;GO:0008152;GO:0010333;GO:0016829"
"Bradi1g49247.1"	"unknown"
"Bradi1g49258.1"	"unknown"
"Bradi1g49260.1"	"GO:0005622;GO:0008270"
"Bradi1g49270.1"	"unknown"
"Bradi1g49275.1"	"unknown"
"Bradi1g49300.5"	"GO:0003872;GO:0006002;GO:0006096"
"Bradi1g49303.1"	"unknown"
"Bradi1g49306.2"	"GO:0003677;GO:0003684;GO:0005524;GO:0006281;GO:0008094"
"Bradi1g49340.4"	"GO:0000166;GO:0003676"
"Bradi1g49345.1"	"unknown"
"Bradi1g49380.3"	"GO:0004190;GO:0006508"
"Bradi1g49390.1"	"unknown"
"Bradi1g49400.1"	"unknown"
"Bradi1g49410.1"	"GO:0004190;GO:0006508"
"Bradi1g49450.1"	"GO:0046872"
"Bradi1g49455.1"	"unknown"
"Bradi1g49460.2"	"GO:0005515"
"Bradi1g49470.1"	"GO:0055085"
"Bradi1g49477.4"	"GO:0005515"
"Bradi1g49490.3"	"GO:0005515;GO:0008270"
"Bradi1g49497.1"	"GO:0003712;GO:0005634;GO:0030274"
"Bradi1g49527.1"	"GO:0005515"
"Bradi1g49537.1"	"GO:0005515;GO:0051087"
"Bradi1g49550.5"	"GO:0005779;GO:0016559"
"Bradi1g49560.1"	"GO:0003677;GO:0003700;GO:0006355"
"Bradi1g49570.1"	"GO:0003677;GO:0003700;GO:0006355"
"Bradi1g49580.1"	"unknown"
"Bradi1g49590.3"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi1g49600.1"	"GO:0000166;GO:0000398;GO:0003676;GO:0017069"
"Bradi1g49607.3"	"unknown"
"Bradi1g49620.2"	"GO:0055085"
"Bradi1g49630.1"	"unknown"
"Bradi1g49650.1"	"unknown"
"Bradi1g49657.1"	"GO:0005515;GO:0005634"
"Bradi1g49670.1"	"GO:0003735;GO:0005622;GO:0005761;GO:0005840;GO:0006412"
"Bradi1g49680.1"	"GO:0005515;GO:0008270"
"Bradi1g49690.1"	"GO:0005515"
"Bradi1g49698.1"	"GO:0015078;GO:0015991;GO:0033179"
"Bradi1g49707.1"	"unknown"
"Bradi1g49720.1"	"GO:0008152;GO:0016491"
"Bradi1g49730.1"	"GO:0005515"
"Bradi1g49740.1"	"GO:0005488"
"Bradi1g49750.1"	"GO:0005515"
"Bradi1g49760.1"	"GO:0005524;GO:0005737;GO:0006457;GO:0042026;GO:0051082"
"Bradi1g49770.2"	"GO:0005524;GO:0006779;GO:0015979;GO:0015995;GO:0016851"
"Bradi1g49780.1"	"unknown"
"Bradi1g49790.2"	"GO:0016021;GO:0055085"
"Bradi1g49805.1"	"unknown"
"Bradi1g49810.2"	"GO:0016787"
"Bradi1g49820.1"	"unknown"
"Bradi1g49890.1"	"unknown"
"Bradi1g49920.1"	"unknown"
"Bradi1g49940.2"	"GO:0006281;GO:0006310;GO:0009378"
"Bradi1g49950.3"	"GO:0004672;GO:0004713;GO:0005515;GO:0005524;GO:0006468"
"Bradi1g49960.2"	"GO:0005819;GO:0005874;GO:0032147;GO:0060236"
"Bradi1g49966.2"	"GO:0003824;GO:0009058;GO:0030170"
"Bradi1g49973.1"	"GO:0000413;GO:0003755;GO:0006457"
"Bradi1g49980.10"	"unknown"
"Bradi1g49990.3"	"GO:0000786;GO:0003677;GO:0046982"
"Bradi1g49997.1"	"GO:0000786;GO:0003677;GO:0046982"
"Bradi1g50010.1"	"GO:0005515"
"Bradi1g50020.1"	"GO:0005634;GO:0006281"
"Bradi1g50030.1"	"unknown"
"Bradi1g50040.2"	"GO:0015995;GO:0046406"
"Bradi1g50045.1"	"unknown"
"Bradi1g50050.1"	"GO:0016021"
"Bradi1g50057.1"	"GO:0003677;GO:0006355"
"Bradi1g50067.1"	"GO:0003824;GO:0006527;GO:0008295;GO:0008792"
"Bradi1g50080.2"	"GO:0004553;GO:0005975"
"Bradi1g50090.1"	"GO:0004373"
"Bradi1g50100.4"	"unknown"
"Bradi1g50130.1"	"unknown"
"Bradi1g50140.1"	"unknown"
"Bradi1g50170.2"	"unknown"
"Bradi1g50180.1"	"GO:0004579;GO:0008250;GO:0016021"
"Bradi1g50190.1"	"GO:0005515"
"Bradi1g50208.2"	"unknown"
"Bradi1g50212.1"	"GO:0003824;GO:0008152"
"Bradi1g50220.1"	"GO:0004616;GO:0006098;GO:0016491;GO:0050661;GO:0055114"
"Bradi1g50230.2"	"GO:0003924;GO:0004871;GO:0007165;GO:0007186;GO:0019001;GO:0031683"
"Bradi1g50245.1"	"GO:0016788"
"Bradi1g50247.1"	"unknown"
"Bradi1g50250.1"	"GO:0005515"
"Bradi1g50260.2"	"GO:0005515"
"Bradi1g50270.4"	"GO:0005524;GO:0005737;GO:0042026"
"Bradi1g50280.1"	"unknown"
"Bradi1g50313.1"	"unknown"
"Bradi1g50330.1"	"GO:0005515"
"Bradi1g50360.2"	"GO:0005515"
"Bradi1g50370.1"	"GO:0005515"
"Bradi1g50380.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi1g50390.2"	"unknown"
"Bradi1g50397.1"	"GO:0016787"
"Bradi1g50407.3"	"GO:0043531"
"Bradi1g50419.1"	"GO:0043531"
"Bradi1g50426.1"	"GO:0005515"
"Bradi1g50432.3"	"unknown"
"Bradi1g50440.3"	"unknown"
"Bradi1g50450.5"	"unknown"
"Bradi1g50470.4"	"unknown"
"Bradi1g50477.1"	"GO:0005525"
"Bradi1g50490.1"	"GO:0005975;GO:0016301"
"Bradi1g50497.1"	"unknown"
"Bradi1g50510.1"	"unknown"
"Bradi1g50520.1"	"GO:0005515"
"Bradi1g50530.1"	"GO:0003824;GO:0005524;GO:0016301;GO:0016310;GO:0030246;GO:2001070"
"Bradi1g50540.1"	"GO:0000062"
"Bradi1g50550.3"	"GO:0004784;GO:0006801;GO:0046872;GO:0055114"
